"text","locale","scopes","audio_status","asset","families","sources"
"Bài đầu tiên là Stress Signs. Mình luyện cách nhận biết và xử lý căng thẳng. Bắt đầu nhé.","vi-VN","audio_catalog_only","ready","assets/audio/CURRICULUM/ed4ec3dff14c57d63d6470df.vi.v1.mp3","audio_not_traced","assets/data/curriculum_audio.json"
"Bài đầu tiên là Study Actions. Làm sao học tập trung hơn? Bắt đầu nhé.","vi-VN","audio_catalog_only","ready","assets/audio/CURRICULUM/ea5c61d03c330926304dcdba.vi.v1.mp3","audio_not_traced","assets/data/curriculum_audio.json"
"Bài đầu tiên là Tasty Foods. Mình cùng học cách nói về món mình thích nhé. Bắt đầu nhé.","vi-VN","audio_catalog_only","ready","assets/audio/CURRICULUM/377dd630340894dd4945b483.vi.v1.mp3","audio_not_traced","assets/data/curriculum_audio.json"
"Bài đầu tiên là Time & Tasks. Mấy giờ rồi nhỉ? Bắt đầu nhé.","vi-VN","audio_catalog_only","ready","assets/audio/CURRICULUM/51c77a98250158bad2d36a68.vi.v1.mp3","audio_not_traced","assets/data/curriculum_audio.json"
"Bài đầu tiên là Time Blocks. Mình luyện cách sắp xếp thời gian. Bắt đầu nhé.","vi-VN","audio_catalog_only","ready","assets/audio/CURRICULUM/99e4b19f6d0c220ffbfba88c.vi.v1.mp3","audio_not_traced","assets/data/curriculum_audio.json"
"Bài đầu tiên là Town Places. Mình cùng luyện địa điểm và cách hỏi đường nhé. Bắt đầu nhé.","vi-VN","audio_catalog_only","ready","assets/audio/CURRICULUM/7743ac912832a571216d8607.vi.v1.mp3","audio_not_traced","assets/data/curriculum_audio.json"
"Bài đầu tiên là Transport Words. Mình luyện cách di chuyển và so sánh phương tiện. Bắt đầu nhé.","vi-VN","audio_catalog_only","ready","assets/audio/CURRICULUM/7a16b2e9f7f7c60b7a4dfa26.vi.v1.mp3","audio_not_traced","assets/data/curriculum_audio.json"
"Bài đầu tiên là Weather Choices. Hôm nay trời thế nào? Bắt đầu nhé.","vi-VN","audio_catalog_only","ready","assets/audio/CURRICULUM/1988e4544cc896e8dc00dba5.vi.v1.mp3","audio_not_traced","assets/data/curriculum_audio.json"
"Bài đầu tiên là Weather Words. Mình cùng học thời tiết và trang phục nhé. Bắt đầu nhé.","vi-VN","audio_catalog_only","ready","assets/audio/CURRICULUM/fecc0447bee3cebb8435841d.vi.v1.mp3","audio_not_traced","assets/data/curriculum_audio.json"
"Bài đầu tiên là Weekend Words. Mình cùng học hoạt động cuối tuần nhé. Bắt đầu nhé.","vi-VN","audio_catalog_only","ready","assets/audio/CURRICULUM/ebbe3524ac9f2a7419273f89.vi.v1.mp3","audio_not_traced","assets/data/curriculum_audio.json"
"Bài đầu tiên là Weekly Activities. Mình luyện cách nói về lịch trong tuần. Bắt đầu nhé.","vi-VN","audio_catalog_only","ready","assets/audio/CURRICULUM/23a505579938b9e76c7ba8b5.vi.v1.mp3","audio_not_traced","assets/data/curriculum_audio.json"
"Bài đầu tiên là Yesterday Actions. Mình cùng luyện cách kể việc đã xảy ra nhé. Bắt đầu nhé.","vi-VN","audio_catalog_only","ready","assets/audio/CURRICULUM/a880b0765b93709c72f0bba1.vi.v1.mp3","audio_not_traced","assets/data/curriculum_audio.json"
"Bài học chưa có Challenge hợp lệ cho từng Core.","vi-VN","current","ready","assets/audio/MAIN/LESSON-INVALID-CHALLENGE.vi.v1.mp3","invalid_curriculum","lib/features/listening/presentation/lesson_practice_screen.dart:2727"
"Bài này bạn còn 1 Ngôi sao chưa chinh phục.","vi-VN","current","ready","assets/audio/CURRICULUM/148351958c2a7ed648907bcc.vi.v1.mp3","remaining_stars","lib/features/listening/presentation/lesson_intro_screen.dart"
"Bài này bạn còn 1 Ngôi sao chưa chinh phục. Mình cùng thử nhé!","vi-VN","current","ready","assets/audio/CURRICULUM/f28d2d7a7c12d063c0f1015b.vi.v1.mp3","remaining_stars","lib/features/listening/presentation/lesson_intro_screen.dart"
"Bài này bạn còn 10 Ngôi sao chưa chinh phục. Mình cùng thử nhé!","vi-VN","current","ready","assets/audio/CURRICULUM/d6a02aeec06fa3b617e69a36.vi.v1.mp3","remaining_stars","lib/features/listening/presentation/lesson_intro_screen.dart"
"Bài này bạn còn 2 Ngôi sao chưa chinh phục.","vi-VN","current","ready","assets/audio/CURRICULUM/78633e7f2f49ba0a79de88d2.vi.v1.mp3","remaining_stars","lib/features/listening/presentation/lesson_intro_screen.dart"
"Bài này bạn còn 2 Ngôi sao chưa chinh phục. Mình cùng thử nhé!","vi-VN","current","ready","assets/audio/CURRICULUM/b0c69269f067b04b63c34ed5.vi.v1.mp3","remaining_stars","lib/features/listening/presentation/lesson_intro_screen.dart"
"Bài này bạn còn 3 Ngôi sao chưa chinh phục.","vi-VN","current","ready","assets/audio/CURRICULUM/c762f08af32458d3334beb58.vi.v1.mp3","remaining_stars","lib/features/listening/presentation/lesson_intro_screen.dart"
"Bài này bạn còn 3 Ngôi sao chưa chinh phục. Mình cùng thử nhé!","vi-VN","current","ready","assets/audio/CURRICULUM/05d525e5196b7458ea84c84f.vi.v1.mp3","remaining_stars","lib/features/listening/presentation/lesson_intro_screen.dart"
"Bài này bạn còn 4 Ngôi sao chưa chinh phục.","vi-VN","current","ready","assets/audio/CURRICULUM/e42075a0ae0907cd114521b3.vi.v1.mp3","remaining_stars","lib/features/listening/presentation/lesson_intro_screen.dart"
"Bài này bạn còn 4 Ngôi sao chưa chinh phục. Mình cùng thử nhé!","vi-VN","current","ready","assets/audio/CURRICULUM/0bebd96d3291c09d111ffa39.vi.v1.mp3","remaining_stars","lib/features/listening/presentation/lesson_intro_screen.dart"
"Bài này bạn còn 5 Ngôi sao chưa chinh phục.","vi-VN","current","ready","assets/audio/CURRICULUM/a6213a92c4f45372ca3beb13.vi.v1.mp3","remaining_stars","lib/features/listening/presentation/lesson_intro_screen.dart"
"Bài này bạn còn 5 Ngôi sao chưa chinh phục. Mình cùng thử nhé!","vi-VN","current","ready","assets/audio/CURRICULUM/abb0f01fcd4c838a6bd7d2d8.vi.v1.mp3","remaining_stars","lib/features/listening/presentation/lesson_intro_screen.dart"
"Bài này bạn còn 6 Ngôi sao chưa chinh phục.","vi-VN","current","ready","assets/audio/CURRICULUM/41bb2516ce33fac201c4ed98.vi.v1.mp3","remaining_stars","lib/features/listening/presentation/lesson_intro_screen.dart"
"Bài này bạn còn 6 Ngôi sao chưa chinh phục. Mình cùng thử nhé!","vi-VN","current","ready","assets/audio/CURRICULUM/b11419c37ff74e7100acfe33.vi.v1.mp3","remaining_stars","lib/features/listening/presentation/lesson_intro_screen.dart"
"Bài này bạn còn 7 Ngôi sao chưa chinh phục. Mình cùng thử nhé!","vi-VN","current","ready","assets/audio/CURRICULUM/83fa9b5807d08d46711e4e18.vi.v1.mp3","remaining_stars","lib/features/listening/presentation/lesson_intro_screen.dart"
"Bài này bạn còn 8 Ngôi sao chưa chinh phục. Mình cùng thử nhé!","vi-VN","current","ready","assets/audio/CURRICULUM/92ebbc96dbc6b809b25b3953.vi.v1.mp3","remaining_stars","lib/features/listening/presentation/lesson_intro_screen.dart"
"Bài này bạn còn 9 Ngôi sao chưa chinh phục. Mình cùng thử nhé!","vi-VN","current","ready","assets/audio/CURRICULUM/34826aa3bc653d603f134774.vi.v1.mp3","remaining_stars","lib/features/listening/presentation/lesson_intro_screen.dart"
"Bài này là Animal Abilities. Nó có thể làm gì nhỉ? Bắt đầu nhé.","vi-VN","conditional","ready","assets/audio/CURRICULUM/2d6c9796ac57a78e266fb857.vi.v1.mp3","intro_display_shadowed_by_uri","lib/features/listening/presentation/lesson_intro_screen.dart"
"Bài này là Ask for Help. Mình luyện cách nói vấn đề nhỏ và xin giúp đỡ. Bắt đầu nhé.","vi-VN","conditional","ready","assets/audio/CURRICULUM/29655ac64460549ef5f601c8.vi.v1.mp3","intro_display_shadowed_by_uri","lib/features/listening/presentation/lesson_intro_screen.dart"
"Bài này là Ask for Info. Sắp đến giờ tàu chạy. Bắt đầu nhé.","vi-VN","conditional","ready","assets/audio/CURRICULUM/cac3849fc5ee8d6ed936f3d4.vi.v1.mp3","intro_display_shadowed_by_uri","lib/features/listening/presentation/lesson_intro_screen.dart"
"Bài này là Ask the Price. Mình luyện cách hỏi giá và chọn mua. Bắt đầu nhé.","vi-VN","conditional","ready","assets/audio/CURRICULUM/ec2d4163c9ef646a5e8b6c8b.vi.v1.mp3","intro_display_shadowed_by_uri","lib/features/listening/presentation/lesson_intro_screen.dart"
"Bài này là Ask the Way. Mình cùng luyện địa điểm và cách hỏi đường nhé. Bắt đầu nhé.","vi-VN","conditional","ready","assets/audio/CURRICULUM/d0f326209f36e37046289046.vi.v1.mp3","intro_display_shadowed_by_uri","lib/features/listening/presentation/lesson_intro_screen.dart"
"Bài này là Best Way. Mình luyện cách di chuyển và so sánh phương tiện. Bắt đầu nhé.","vi-VN","conditional","ready","assets/audio/CURRICULUM/eaa81d527edbcad85f6521cf.vi.v1.mp3","intro_display_shadowed_by_uri","lib/features/listening/presentation/lesson_intro_screen.dart"
"Bài này là Buy or Save?. Mình luyện cách cân nhắc chi tiêu. Bắt đầu nhé.","vi-VN","conditional","ready","assets/audio/CURRICULUM/947cb3172afb3f99b3d5dc97.vi.v1.mp3","intro_display_shadowed_by_uri","lib/features/listening/presentation/lesson_intro_screen.dart"
"Bài này là Choose One. Mình cùng luyện cách hỏi giá và chọn món nhé. Bắt đầu nhé.","vi-VN","conditional","ready","assets/audio/CURRICULUM/d56507efe5947ef2636324f3.vi.v1.mp3","intro_display_shadowed_by_uri","lib/features/listening/presentation/lesson_intro_screen.dart"
"Bài này là Choose One. Mình luyện cách hỏi giá và chọn mua. Bắt đầu nhé.","vi-VN","conditional","ready","assets/audio/CURRICULUM/a5a7d0031b32f2e9a68ae761.vi.v1.mp3","intro_display_shadowed_by_uri","lib/features/listening/presentation/lesson_intro_screen.dart"
"Bài này là Classroom Talk. Cửa lớp đang đóng. Bắt đầu nhé.","vi-VN","conditional","ready","assets/audio/CURRICULUM/98b1b8ffb08a1c668050caf2.vi.v1.mp3","intro_display_shadowed_by_uri","lib/features/listening/presentation/lesson_intro_screen.dart"
"Bài này là Count With Me. Nghe thật kỹ nhé. Bắt đầu nhé.","vi-VN","conditional","ready","assets/audio/CURRICULUM/5a6a6e8345d72d760160cd0a.vi.v1.mp3","intro_display_shadowed_by_uri","lib/features/listening/presentation/lesson_intro_screen.dart"
"Bài này là Device Uses. Mình cùng luyện thiết bị và cách sử dụng nhé. Bắt đầu nhé.","vi-VN","conditional","ready","assets/audio/CURRICULUM/7f575ed8efe2ab3e9ddcc660.vi.v1.mp3","intro_display_shadowed_by_uri","lib/features/listening/presentation/lesson_intro_screen.dart"
"Bài này là Do You Like?. Mình cùng học cách nói về món mình thích nhé. Bắt đầu nhé.","vi-VN","conditional","ready","assets/audio/CURRICULUM/46e98f254ab129b7f54c9cdd.vi.v1.mp3","intro_display_shadowed_by_uri","lib/features/listening/presentation/lesson_intro_screen.dart"
"Bài này là Feel Better. Mình luyện cách nhận biết và xử lý căng thẳng. Bắt đầu nhé.","vi-VN","conditional","ready","assets/audio/CURRICULUM/61b691f6b463e45df99a9355.vi.v1.mp3","intro_display_shadowed_by_uri","lib/features/listening/presentation/lesson_intro_screen.dart"
"Bài này là Food, Please. Mình cùng học đồ ăn và đồ uống nhé. Bắt đầu nhé.","vi-VN","conditional","ready","assets/audio/CURRICULUM/cf0abd4b18a895fe0d0d1d47.vi.v1.mp3","intro_display_shadowed_by_uri","lib/features/listening/presentation/lesson_intro_screen.dart"
"Bài này là Getting There. Mình cùng luyện kế hoạch đi chơi và cách di chuyển nhé. Bắt đầu nhé.","vi-VN","conditional","ready","assets/audio/CURRICULUM/11ff50905ac9e4cab3d3efca.vi.v1.mp3","intro_display_shadowed_by_uri","lib/features/listening/presentation/lesson_intro_screen.dart"
"Bài này là Give a Reason. Mình luyện cách nêu ý kiến và lý do. Bắt đầu nhé.","vi-VN","conditional","ready","assets/audio/CURRICULUM/4ab23c54036aff07f24517b5.vi.v1.mp3","intro_display_shadowed_by_uri","lib/features/listening/presentation/lesson_intro_screen.dart"
"Bài này là Go Green. Mình luyện các hành động thân thiện môi trường. Bắt đầu nhé.","vi-VN","conditional","ready","assets/audio/CURRICULUM/69a9a1d1b3a82ef52018ab88.vi.v1.mp3","intro_display_shadowed_by_uri","lib/features/listening/presentation/lesson_intro_screen.dart"
"Bài này là Good At. Mình luyện cách nói về điểm mạnh. Bắt đầu nhé.","vi-VN","conditional","ready","assets/audio/CURRICULUM/a526979c9b25022cfed3703f.vi.v1.mp3","intro_display_shadowed_by_uri","lib/features/listening/presentation/lesson_intro_screen.dart"
"Bài này là Good Habits. Mình luyện thói quen tốt cho sức khỏe. Bắt đầu nhé.","vi-VN","conditional","ready","assets/audio/CURRICULUM/702efbbff26eb6b728de0b2b.vi.v1.mp3","intro_display_shadowed_by_uri","lib/features/listening/presentation/lesson_intro_screen.dart"
"Bài này là Happy Day. Một ngày mới bắt đầu rồi! Bắt đầu nhé.","vi-VN","conditional","ready","assets/audio/CURRICULUM/d8c89b7102eb5bb64ca0d319.vi.v1.mp3","intro_display_shadowed_by_uri","lib/features/listening/presentation/lesson_intro_screen.dart"
"Bài này là Help a Friend. Bạn của bạn trông không vui. Bắt đầu nhé.","vi-VN","conditional","ready","assets/audio/CURRICULUM/99f92adc169acae07b300d84.vi.v1.mp3","intro_display_shadowed_by_uri","lib/features/listening/presentation/lesson_intro_screen.dart"
"Bài này là Hobby Skills. Mình cùng luyện sở thích và khả năng nhé. Bắt đầu nhé.","vi-VN","conditional","ready","assets/audio/CURRICULUM/b9582ed8e09cd39aca242eb2.vi.v1.mp3","intro_display_shadowed_by_uri","lib/features/listening/presentation/lesson_intro_screen.dart"
"Bài này là How Do You Go?. Mình luyện cách di chuyển và so sánh phương tiện. Bắt đầu nhé.","vi-VN","conditional","ready","assets/audio/CURRICULUM/90d9f856c0aa36683b1cbc33.vi.v1.mp3","intro_display_shadowed_by_uri","lib/features/listening/presentation/lesson_intro_screen.dart"
"Bài này là How Much?. Mình cùng luyện cách hỏi giá và chọn món nhé. Bắt đầu nhé.","vi-VN","conditional","ready","assets/audio/CURRICULUM/1ae9ce3bccabba3d17a74bc4.vi.v1.mp3","intro_display_shadowed_by_uri","lib/features/listening/presentation/lesson_intro_screen.dart"
"Bài này là In Class. Đến giờ vào lớp rồi. Bắt đầu nhé.","vi-VN","conditional","ready","assets/audio/CURRICULUM/d6060fd0ff4fa640f66c791c.vi.v1.mp3","intro_display_shadowed_by_uri","lib/features/listening/presentation/lesson_intro_screen.dart"
"Bài này là J to R Letters. Mình cùng học các chữ cái và từ quen thuộc nhé. Bắt đầu nhé.","vi-VN","conditional","ready","assets/audio/CURRICULUM/bddea8f34dab319aff8c4480.vi.v1.mp3","intro_display_shadowed_by_uri","lib/features/listening/presentation/lesson_intro_screen.dart"
"Bài này là J to R Words. Mình cùng học chữ cái qua những từ quen thuộc nhé. Bắt đầu nhé.","vi-VN","conditional","ready","assets/audio/CURRICULUM/1d2dc6457f4e991e66723593.vi.v1.mp3","intro_display_shadowed_by_uri","lib/features/listening/presentation/lesson_intro_screen.dart"
"Bài này là Make a Plan. Mình cùng luyện cách chọn hoạt động theo thời tiết nhé. Bắt đầu nhé.","vi-VN","conditional","ready","assets/audio/CURRICULUM/ede2cb47867ae2b1508e4e32.vi.v1.mp3","intro_display_shadowed_by_uri","lib/features/listening/presentation/lesson_intro_screen.dart"
"Bài này là Make a Plan. Mình luyện cách hẹn và phản hồi lịch sự. Bắt đầu nhé.","vi-VN","conditional","ready","assets/audio/CURRICULUM/caba8239f31dd85ac6184168.vi.v1.mp3","intro_display_shadowed_by_uri","lib/features/listening/presentation/lesson_intro_screen.dart"
"Bài này là Meet My Family. Mình cùng học cách nói về gia đình nhé. Bắt đầu nhé.","vi-VN","conditional","ready","assets/audio/CURRICULUM/09c616dc82a7d4cb1337cdcc.vi.v1.mp3","intro_display_shadowed_by_uri","lib/features/listening/presentation/lesson_intro_screen.dart"
"Bài này là Move With Me. Mình cùng học các bộ phận và động tác cơ thể nhé. Bắt đầu nhé.","vi-VN","conditional","ready","assets/audio/CURRICULUM/16e09872977ba59961f436ce.vi.v1.mp3","intro_display_shadowed_by_uri","lib/features/listening/presentation/lesson_intro_screen.dart"
"Bài này là My Choice. Mình luyện cách so sánh và lựa chọn. Bắt đầu nhé.","vi-VN","conditional","ready","assets/audio/CURRICULUM/3338d8cce9362b0e0c924491.vi.v1.mp3","intro_display_shadowed_by_uri","lib/features/listening/presentation/lesson_intro_screen.dart"
"Bài này là My Order. Đến lúc gọi món rồi. Bắt đầu nhé.","vi-VN","conditional","ready","assets/audio/CURRICULUM/6b202a74980ce56b33882aee.vi.v1.mp3","intro_display_shadowed_by_uri","lib/features/listening/presentation/lesson_intro_screen.dart"
